source,target,done,0.759574071
Trade BUF/TBL 3/9/2000,Derek Roy,x,
Trade BUF/TBL 3/9/2000,Cory Sarich,x,
Trade BUF/TBL 3/9/2000,Brian Holzinger,x,
Trade BUF/TBL 3/9/2000,Alexander Kharitonov,x,
Trade BUF/TBL 3/9/2000,Chris Gratton,x,
Trade BUF/UTH 6/25/2025,Josh Doan,a,
Trade BUF/UTH 6/25/2025,Michael Kesselring,a,
Trade BUF/UTH 6/25/2025,JJ Peterka,a,
Trade BUF/VAN 7/4/2008,Steve Bernier,a,
Trade BUF/VAN 7/4/2008,Brayden McNabb,a,
Trade BUF/VAN 7/4/2008,Petr Straka,a,
Trade BUF/WPG 2/11/2015,Jack Roslovic,a,
Trade BUF/WPG 2/11/2015,Brendan Lemieux,a,
Trade BUF/WPG 2/11/2015,Zach Bogosian,a,
Trade BUF/WPG 2/11/2015,Evander Kane,a,
Trade BUF/WPG 2/11/2015,Joel Armia,a,
Trade BUF/WPG 2/11/2015,Tyler Myers,a,
Trade BUF/WPG 2/11/2015,Drew Stafford,a,
Trade BUF/WPG 2/11/2015,Jason Kasdorf,a,
Trade BUF/WSH 3/7/1989,Brian Holzinger,x,
Trade BUF/WSH 3/7/1989,Byron Dafoe,a,
Trade BUF/WSH 3/7/1989,Calle Johansson,a,
Trade BUF/WSH 3/7/1989,Clint Malarchuk,a,
Trade BUF/WSH 3/7/1989,Grant Ledyard,a,
Trade BUF/WSH 6/28/2014,Vitek Vanecek,a,
Trade BUF/WSH 6/28/2014,Eric Cornel,a,
Trade BUF/WSH 6/28/2014,Brycen Martin,a,
Trade CAR/BUF 6/30/2013,JT Compher,a,
Trade CAR/BUF 6/30/2013,Andrej Sekera,a,
Trade CAR/BUF 6/30/2013,Jamie McBain,a,
Trade CAR/BUF 8/2/2018,Jeff Skinner,a,
Trade CAR/BUF 8/2/2018,Pyotr Kochetkov,a,
Trade CAR/BUF 8/2/2018,Alexander Nikishin,a,
Trade CAR/BUF 8/2/2018,Yevgeni Oksentyuk,a,
Trade CAR/BUF 8/2/2018,Cliff Pu,a,
Trade CAR/CBJ 7/30/2005,James Reimer,a,
Trade CAR/CBJ 7/30/2005,Jared Boll,a,
Trade CAR/CBJ 7/30/2005,Derrick Walser,a,
Trade CAR/CGY 6/23/2018,Elias Lindholm,x,
Trade CAR/CGY 6/23/2018,Dougie Hamilton,a,
Trade CAR/CGY 6/23/2018,Adam Fox,a,
Trade CAR/CGY 6/23/2018,Noah Hanifin,a,
Trade CAR/CGY 6/23/2018,Micheal Ferland,a,
Trade CAR/CGY 6/29/2017,Dustin Wolf,x,
Trade CAR/CGY 6/29/2017,Ryan Murphy,a,
Trade CAR/CGY 6/29/2017,Eddie Lack,a,
Trade CAR/CGY 6/29/2017,Kevin Wall,a,
Trade CAR/CGY 6/29/2017,Keegan Kanzig,a,
Trade CAR/CHI 12/29/2005,James Reimer,a,
Trade CAR/CHI 12/29/2005,Radim Vrbata,a,
Trade CAR/CHI 6/27/2025,Alexander Zharovsky,x,
Trade CAR/CHI 6/27/2025,Mason West,a,
Trade CAR/CHI 6/27/2025,Ivan Ryabkin,a,
Trade CAR/DET 7/22/2021,Alex Nedeljkovic,a,
Trade CAR/DET 7/22/2021,Jonathan Bernier,a,
Trade CAR/DET 7/22/2021,Aidan Hreschuk,a,
Trade CAR/FLA 2/24/2011,Sean Kuraly,a,
Trade CAR/FLA 2/24/2011,Ryan Carter,a,
Trade CAR/FLA 2/24/2011,Cory Stillman,a,
Trade CAR/FLA 2/24/2020,Eetu Luostarinen,a,
Trade CAR/FLA 2/24/2020,Erik Haula,a,
Trade CAR/FLA 2/24/2020,Vincent Trocheck,a,
Trade CAR/FLA 2/24/2020,Chase Priskie,a,
Trade CAR/FLA 2/24/2020,Lucas Wallmark,a,
Trade CAR/FLA/CBJ 3/21/2022,Max Domi,a,
Trade CAR/FLA/CBJ 3/21/2022,Egor Korshkov,a,
Trade CAR/FLA/CBJ 3/21/2022,Tyler Inamoto,a,
Trade CAR/FLA/CBJ 3/21/2022,Josh Davies,a,
Trade CAR/FLA/CBJ 3/21/2022,Aidan Hreschuk,a,
Trade CAR/LAK 9/29/2006,Jack Johnson,a,
Trade CAR/LAK 9/29/2006,Tim Gleason,a,
Trade CAR/LAK 9/29/2006,Oleg Tverdovsky,a,
Trade CAR/LAK 9/29/2006,Eric Belanger,a,
Trade CAR/MIN 1/17/2019,Nino Niederreiter,a,
Trade CAR/MIN 1/17/2019,Victor Rask,a,
Trade CAR/MTL 9/12/2020,Joel Edmundson,a,
Trade CAR/MTL 9/12/2020,Ben Meehan,a,
Trade CAR/NJD 3/5/2014,Morgan Geekie,x,
Trade CAR/NJD 3/5/2014,Tuomo Ruutu,a,
Trade CAR/NJD 3/5/2014,Andrei Loktionov,a,
Trade CAR/NSH 3/7/2025,Mark Jankowski,a,
Trade CAR/NSH 3/7/2025,2026 5th Round (CAR/NSH),a,
Trade CAR/NYR 2/18/2020,Julien Gauthier,a,
Trade CAR/NYR 2/18/2020,Joey Keane,a,
Trade CAR/NYR 4/30/2019,Noel Gunler,a,
Trade CAR/NYR 4/30/2019,Adam Fox,a,
Trade CAR/NYR 4/30/2019,Mads Sogaard,x,
Trade CAR/OTT 1/12/2021,Clark Bishop,a,
Trade CAR/OTT 1/12/2021,Maxime Lajoie,a,
Trade CAR/OTT 2/13/2021,Ryan Dzingel,a,
Trade CAR/OTT 2/13/2021,Alex Galchenyuk,x,
Trade CAR/OTT 2/13/2021,Cedric Paquette,a,
Trade CAR/OTT 3/15/2024,Jamieson Rees,x,
Trade CAR/OTT 3/15/2024,Timur Kol,x,
Trade CAR/OTT 6/22/2019,Anttoni Honka,x,
Trade CAR/OTT 6/22/2019,Mads Sogaard,x,
Trade CAR/OTT 6/22/2019,Jamieson Rees,x,
Trade CAR/PIT 6/22/2012,Brian Dumoulin,x,
Trade CAR/PIT 6/22/2012,Jordan Staal,a,
Trade CAR/PIT 6/22/2012,Derrick Pouliot,a,
Trade CAR/PIT 6/22/2012,Brandon Sutter,a,
Trade CAR/TBL 6/30/2024,Jake Guentzel,a,
Trade CAR/TBL 6/30/2024,Roman Bausov,a,
Trade CAR/TOR 2/15/2021,Egor Korshkov,a,
Trade CAR/TOR 2/15/2021,Alex Galchenyuk,x,
Trade CAR/TOR 2/15/2021,Ryan Dzingel,a,
Trade CAR/TOR 6/22/2019,Seth Jarvis,a,
Trade CAR/TOR 6/22/2019,Patrick Marleau,a,
Trade CAR/TOR 6/22/2019,Alexander Pashin,a,
Trade CAR/TOR 6/22/2019,Axel Rindell,a,
Trade CAR/VGK  6/22/2017,Jake Leschyshyn,a,
Trade CAR/VGK  6/22/2017,Trevor van Riemsdyk,a,
Trade CAR/VGK  6/22/2017,Riley Hughes,a,
Trade CAR/VGK 6/26/2019,Erik Haula,a,
Trade CAR/VGK 6/26/2019,Nicolas Roy,a,
Trade CAR/VGK 6/26/2019,Oscar Plandowski,a,
Trade CBJ/ANA 10/7/2020,Ethan Bowen,x,
Trade CBJ/ANA 10/7/2020,James Fisher,a,
Trade CBJ/ANA 2/24/2020,Devin Shore,a,
Trade CBJ/ANA 2/24/2020,Sonny Milano,A,
Trade CBJ/ANA 6/26/2009,Kyle Palmieri,x,
Trade CBJ/ANA 6/26/2009,John Moore,a,
Trade CBJ/ANA 6/26/2009,Mat Clark,a,
Trade CBJ/ARI 2/26/2018,Ryan Kujawinski,x,
Trade CBJ/ARI 2/26/2018,Jordan Maletta,x,
Trade CBJ/BOS 3/8/2024,Andrew Peeke,x,
Trade CBJ/BOS 3/8/2024,Jakub Zboril,a,
Trade CBJ/BOS 3/8/2024,2027 3rd Round (CBJ/BOS),x,
Trade CBJ/BOS 5/16/2007,Jamie Benn,a,
Trade CBJ/BOS 5/16/2007,Adam McQuaid,a,
Trade CBJ/CAR 7/23/2021,Jake Bean,a,
Trade CBJ/CAR 7/23/2021,Aleksi Heimosalmi,a,
Trade CBJ/COL 6/27/2025,Charlie Coyle,a,
Trade CBJ/COL 6/27/2025,Gavin Brindley,a,
Trade CBJ/COL 6/27/2025,Miles Wood,a,
Trade CBJ/COL 6/27/2025,Francesco Dell'elce,a,
Trade CBJ/COL 6/27/2025,2027 2nd Round (CBJ/COL),x,
Trade CBJ/DAL 6/23/2007,Jamie Benn,a,
Trade CBJ/DAL 6/23/2007,Maxim Mayorov,a,
Trade CBJ/DAL 6/23/2007,Austin Smith,a,
Trade CBJ/DAL 6/23/2007,Michael Neal,a,
Trade CBJ/FLA 6/22/2019,Dmitri Voronkov,a,
Trade CBJ/FLA 6/22/2019,Cole Schwindt,a,
Trade CBJ/FLA 6/22/2019,Eric Hjorth,a,
Trade CBJ/LAK 2/23/2012,Jack Johnson,a,
Trade CBJ/LAK 2/23/2012,Jeff Carter,a,
Trade CBJ/LAK 2/23/2012,Marko Dano,a,
Trade CBJ/LAK 3/1/2023,Vladislav Gavrikov,x,
Trade CBJ/LAK 3/1/2023,Jonathan Quick,x,
Trade CBJ/LAK 3/1/2023,Joonas Korpisalo,x,
Trade CBJ/LAK 3/1/2023,Oliver Bonk,x,
Trade CBJ/LAK 3/1/2023,Luca Marrelli,x,
Trade CBJ/MIN 11/20/2024,David Jiricek,a,
Trade CBJ/MIN 11/20/2024,Daemon Hunt,a,
Trade CBJ/MIN 11/20/2024,Pyotr Andreyanov,a,
Trade CBJ/MIN 11/20/2024,2026 1st Round (CBJ/MIN),a,
Trade CBJ/MIN 11/20/2024,2026 3rd Round (CBJ/MIN),a,
Trade CBJ/MIN 11/20/2024,2026 4th Round (CBJ/MIN),a,
Trade CBJ/MIN 11/20/2024,2027 2nd Round (CBJ/MIN),a,
Trade CBJ/MIN 2/28/2023,Gustav Nyquist,a,
Trade CBJ/MIN 2/28/2023,Melvin Strahl,a,
Trade CBJ/MIN 6/26/2025,Brendan Gaunce,a,
Trade CBJ/MIN 6/26/2025,Cameron Butler,a,
Trade CBJ/MTL 10/6/2020,Josh Anderson,a,
Trade CBJ/MTL 10/6/2020,Max Domi,a,
Trade CBJ/MTL 10/6/2020,Samuel Knazko,a,
Trade CBJ/MTL 8/19/2024,Jordan Harris,a,
Trade CBJ/MTL 8/19/2024,Patrik Laine,a,
Trade CBJ/MTL 8/19/2024,2026 2nd Round (CBJ/MTL),a,
Trade CBJ/NJD 6/9/2023,Aydar Suniev,a,
Trade CBJ/NJD 6/9/2023,Damon Severson,a,
Trade CBJ/NSH 1/6/2016,Seth Jones,x,
Trade CBJ/NSH 1/6/2016,Ryan Johansen,x,
Trade CBJ/NYI 6/26/2009,Nick Leddy,a,
Trade CBJ/NYI 6/26/2009,Casey Cizikas,a,
Trade CBJ/NYI 6/26/2009,Kyle Palmieri,x,
Trade CBJ/NYI 6/26/2009,Anders Nilsson,a,
Trade CBJ/NYI 6/26/2009,Mat Clark,a,
Trade CBJ/NYI 6/26/2009,Matt Hackett,a,
Trade CBJ/NYI 6/27/2009,Casey Cizikas,a,
Trade CBJ/NYI 6/27/2009,Anders Nilsson,a,
Trade CBJ/NYI 6/27/2009,Kevin Lynch,a,
Trade CBJ/OTT 2/26/2018,Alex Laferriere,x,
Trade CBJ/OTT 2/26/2018,Ian Cole,a,
Trade CBJ/OTT 2/26/2018,Nick Moutrey,a,
Trade CBJ/PHI 6/22/2012,Sergei Bobrovsky,a,
Trade CBJ/PHI 6/22/2012,Anthony Stolarz,x,
Trade CBJ/PHI 6/22/2012,Taylor Leier,a,
Trade CBJ/PHI 6/22/2012,Justin Auger,a,
Trade CBJ/PHI 6/23/2011,Nick Cousins,a,
Trade CBJ/PHI 6/23/2011,Sean Couturier,a,
Trade CBJ/PHI 6/23/2011,Jeff Carter,a,
Trade CBJ/PHI 6/23/2011,Jakub Voracek,a,
Trade CBJ/PHX 2/22/2012,Anthony Stolarz,x,
Trade CBJ/PHX 2/22/2012,Curtis McElhinney,a,
Trade CBJ/PHX 2/22/2012,Antoine Vermette,a,
Trade CBJ/PHX 2/22/2012,Justin Auger,a,
Trade CBJ/PHX 2/28/2011,Scottie Upshall,a,
Trade CBJ/PHX 2/28/2011,Sami Lepisto,a,
Trade CBJ/PHX 2/28/2011,Rostislav Klesla,x,
Trade CBJ/PHX 2/28/2011,Dane Byers,a,
Trade CBJ/PIT 3/9/2004,Brian Holzinger,x,
Trade CBJ/PIT 3/9/2004,Lasse Pirjeta,x,
Trade CBJ/PIT 6/30/2013,Tristan Jarry,a,
Trade CBJ/PIT 6/30/2013,Oliver Bjorkstrand,a,
Trade CBJ/PIT 6/30/2013,Dillon Heatherington,a,
Trade CBJ/SEA 6/28/2025,Jeremy Loranger,a,
Trade CBJ/SEA 6/28/2025,Karl Annborn,a,
Trade CBJ/SEA 6/28/2025,Loke Krantz,x,
Trade CBJ/SJS 3/7/2025,Luke Kunin,a,
Trade CBJ/SJS 3/7/2025,Ilyas Magomedsultanov,a,
Trade CBJ/SJS/TOR 4/11/2021,Stefan Noesen,a,
Trade CBJ/SJS/TOR 4/11/2021,Nick Foligno,a,
Trade CBJ/SJS/TOR 4/11/2021,Ethan Cardwell,a,
Trade CBJ/SJS/TOR 4/11/2021,Dennis Hildeby,a,
Trade CBJ/SJS/TOR 4/11/2021,Corson Ceulemans,a,
Trade CBJ/STL 6/28/2024,Alexandre Texier,a,
Trade CBJ/STL 6/28/2024,Ilyas Magomedsultanov,a,
Trade CBJ/TBL 3/5/2014,Jonathan Marchessault,a,
Trade CBJ/TBL 3/5/2014,Dalton Smith,a,
Trade CBJ/TBL 3/5/2014,Dana Tyrell,a,
Trade CBJ/TBL 3/5/2014,Matt Taormina,a,
Trade CBJ/TBL/DET 4/10/2021,Nolan Allan,a,
Trade CBJ/TBL/DET 4/10/2021,David Savard,a,
Trade CBJ/TBL/DET 4/10/2021,Brian Lashoff,a,
Trade CBJ/TBL/DET 4/10/2021,Jordan Dumais,a,
Trade CBJ/TBL/DET 4/10/2021,Jakub Demek,a,
Trade CBJ/TOR 6/25/2016,Scott Harrington,x,
Trade CBJ/TOR 6/25/2016,Kerby Rychel,a,
Trade CBJ/WPG 1/23/2021,Jack Roslovic,a,
Trade CBJ/WPG 1/23/2021,Patrik Laine,a,
Trade CBJ/WPG 1/23/2021,Pierre-Luc Dubois,a,
Trade CBJ/WPG 1/23/2021,Danil Zhilkin,a,
Trade CGY/ARI 2/20/2017,Stuart Skinner,a,
Trade CGY/ARI 2/20/2017,Akira Schmid,a,
Trade CGY/ARI 2/20/2017,Michael Stone,a,
Trade CGY/ARI 3/3/2023,Troy Stecher,a,
Trade CGY/ARI 3/3/2023,Connor Mackey,a,
Trade CGY/ARI 3/3/2023,Brett Ritchie,a,
Trade CGY/ARI 3/3/2023,Nick Ritchie,a,
Trade CGY/ATL 12/18/2001,Adam Pardy,x,
Trade CGY/ATL 12/18/2001,Kurtis Foster,a,
Trade CGY/ATL 12/18/2001,Petr Buzek,a,
Trade CGY/ATL 12/18/2001,Jeff Cowan,a,
Trade CGY/ATL 2/28/2011,Colin Blackwell,a,
Trade CGY/ATL 2/28/2011,Fredrik Modin,a,
Trade CGY/BUF 6/25/2011,Jake McCabe,a,
Trade CGY/BUF 6/25/2011,Robyn Regehr,a,
Trade CGY/BUF 6/25/2011,Paul Byron,a,
Trade CGY/BUF 6/25/2011,Chris Butler,a,
Trade CGY/BUF 6/25/2011,Ales Kotalik,a,
Trade CGY/BUF 7/3/2003,Rhett Warrener,a,
Trade CGY/BUF 7/3/2003,Steven Reinprecht,x,
Trade CGY/BUF 7/3/2003,Steve Begin,a,
Trade CGY/BUF 7/3/2003,Chris Drury,a,
Trade CGY/CHI 2/24/2020,Wyatt Kaiser,a,
Trade CGY/CHI 2/24/2020,Erik Gustafsson b.1992,a,
Trade CGY/EDM 11/8/2013,Laurent Brossoit,a,
Trade CGY/EDM 11/8/2013,Roman Horak,a,
Trade CGY/EDM 11/8/2013,Ladislav Smid,a,
Trade CGY/EDM 11/8/2013,Marc-Olivier Roy (2),a,
Trade CGY/FLA 4/12/2021,Gustav Karlsson,a,
Trade CGY/FLA 4/12/2021,Emil Heineman,a,
Trade CGY/FLA 4/12/2021,Sam Bennett,a,
Trade CGY/FLA 4/12/2021,David Goyette,a,
Trade CGY/FLA 7/22/2022,Jonathan Huberdeau,a,
Trade CGY/FLA 7/22/2022,Matthew Tkachuk,a,
Trade CGY/FLA 7/22/2022,Cole Schwindt,a,
Trade CGY/FLA 7/22/2022,Cullen Potter,a,
Trade CGY/FLA 7/22/2022,Mads Kongsbak Klyvo,a,
Trade CGY/FLA 7/22/2022,MacKenzie Weegar,a,
Trade CGY/FLA 7/22/2022,2026 1st Round (CGY/FLA),a,
Trade CGY/LAK 2/24/2020,Jackson Blake,a,
Trade CGY/LAK 2/24/2020,Derek Forbort,a,
Trade CGY/LAK 6/27/2009,Nicolas Deslauriers,a,
Trade CGY/LAK 6/27/2009,Garrett Wilson,a,
Trade CGY/LAK 6/27/2009,Ryan Howse,a,
Trade CGY/MTL 10/1/2018,Brett Kulak,a,
Trade CGY/MTL 10/1/2018,Rinat Valiev,a,
Trade CGY/MTL 10/1/2018,Matt Taormina,a,
Trade CGY/MTL 8/18/2022,Sean Monahan,a,
Trade CGY/MTL 8/18/2022,Victor Eklund,a,
Trade CGY/NJD 6/19/2024,Kevin Bahl,x,
Trade CGY/NJD 6/19/2024,Jacob Markstrom,a,
Trade CGY/NJD 6/19/2024,Cole Reschny,a,
Trade CGY/NJD 6/27/2023,Yegor Sharangovich,a,
Trade CGY/NJD 6/27/2023,Aydar Suniev,a,
Trade CGY/NJD 6/27/2023,Tyler Toffoli,a,
Trade CGY/NJD/DAL 2/28/2024,Artyom Grushnikov,a,
Trade CGY/NJD/DAL 2/28/2024,Jacob Battaglia,a,
Trade CGY/NJD/DAL 2/28/2024,Chris Tanev,a,
Trade CGY/NJD/DAL 2/28/2024,Cole Brady,a,
Trade CGY/NYR 10/6/2020,Braden Schneider,a,
Trade CGY/NYR 10/6/2020,Jeremie Poirier,a,
Trade CGY/NYR 10/6/2020,Hendrix Lapierre,x,
Trade CGY/OTT 3/1/2017,Curtis Lazar,a,
Trade CGY/OTT 3/1/2017,Alex Formenton,x,
Trade CGY/OTT 3/1/2017,Jyrki Jokipakka,a,
Trade CGY/OTT 3/1/2017,Michael Kostka,a,
Trade CGY/PHI 1/30/2025,Joel Farabee,a,
Trade CGY/PHI 1/30/2025,Shane Vansaghi,a,
Trade CGY/PHI 1/30/2025,Andrei Kuzmenko,a,
Trade CGY/PHI 1/30/2025,Jakob Pelletier,a,
Trade CGY/PHI 1/30/2025,Morgan Frost,a,
Trade CGY/PHI 1/30/2025,2028 7th Round (CGY/PHI),a,
Trade CGY/SEA 3/16/2022,Aydar Suniev,a,
Trade CGY/SEA 3/16/2022,Calle Jarnkrok,a,
Trade CGY/SEA 3/16/2022,Jakub Fibigr,a,
Trade CGY/SEA 3/16/2022,David Goyette,a,
Trade CGY/STL 6/25/2016,Jordan Kyrou,a,
Trade CGY/STL 6/25/2016,Brian Elliott,a,
Trade CGY/TOR 3/3/2023,Dryden Hunt,a,
Trade CGY/TOR 3/3/2023,Radim Zohorna,a,
Trade CGY/TOR 4/11/2021,David Rittich,a,
Trade CGY/TOR 4/11/2021,Aidan Thompson,a,
Trade CGY/TOR 7/27/2009,Brandon Saad,a,
Trade CGY/TOR 7/27/2009,Wayne Primeau,x,
Trade CGY/TOR 7/27/2009,Anton Stralman,a,
Trade CGY/TOR 7/27/2009,Colin Stuart,a,
Trade CGY/TOR 7/27/2009,Matthew DeBlouw,x,
Trade CGY/TOR 9/29/2013,Ville Husso,a,
Trade CGY/TOR 9/29/2013,Joe Colborne,a,
Trade CGY/VAN 11/30/2023,Nikita Zadorov,x,
Trade CGY/VAN 11/30/2023,Colton Roberts,a,
Trade CGY/VAN 11/30/2023,2026 3rd Round (CGY/VAN),x,
Trade CGY/WSH 10/6/2020,Connor Zary,x,
Trade CGY/WSH 10/6/2020,Jake Boltmann,x,
Trade CGY/WSH 10/6/2020,Hendrix Lapierre,x,
Trade CGY/WSH 3/1/2015,Curtis Glencross,a,
Trade CGY/WSH 3/1/2015,Jeremy Lauzon,a,
Trade CGY/WSH 3/1/2015,Jens Looke,A,
Trade CGY/WSH 6/27/2024,Andrew Mangiapane,a,
Trade CGY/WSH 6/27/2024,Theo Stockselius,a,
Trade CHI/ANA 3/1/2017,Sam Carrick,a,
Trade CHI/ANA 3/1/2017,Spencer Abbott,a,
Trade CHI/ANA 3/1/2017,Cole Moberg,a,
Trade CHI/ANA 3/1/2017,Kenton Helgesen,a,
Trade CHI/ARI 2/28/2015,Nick Merkley,x,
Trade CHI/ARI 2/28/2015,Antoine Vermette,a,
Trade CHI/ARI 2/28/2015,Klas Dahlbeck,a,
Trade CHI/ARI 3/4/2014,Christian Dvorak,a,
Trade CHI/ARI 3/4/2014,David Rundblad,a,
Trade CHI/ARI 6/23/2017,Connor Murphy,a,
Trade CHI/ARI 6/23/2017,Laurent Dauphin,a,
Trade CHI/ARI 6/23/2017,Niklas Hjalmarsson,a,
Trade CHI/ARI 6/23/2018,Michael Callahan,x,
Trade CHI/ARI 6/23/2018,Linus Karlsson,a,
Trade CHI/ARI 6/23/2018,Niklas Nordgren (2),a,
Trade CHI/BOS 6/26/2022,Ian Mitchell,x,
Trade CHI/BOS 6/26/2022,Taylor Hall,x,
Trade CHI/BOS 6/26/2022,Nick Foligno,a,
Trade CHI/BOS 6/26/2022,Alec Regula,a,
Trade CHI/BUF 7/1/2025,Sam Lafferty,a,
Trade CHI/BUF 7/1/2025,2026 6th Rounf (CHI/BUF),a,
Trade CHI/CAR 1/20/2006,Cade Fairchild,a,
Trade CHI/CAR 1/20/2006,James Reimer,a,
Trade CHI/CAR 1/20/2006,Danny Richmond,a,
Trade CHI/CAR 1/20/2006,Anton Babchuk,a,
Trade CHI/CAR 6/15/2016,Teuvo Teravainen,a,
Trade CHI/CAR 6/15/2016,Bryan Bickell,a,
Trade CHI/CAR 6/15/2016,Keith Petruzzelli,a,
Trade CHI/CAR 6/15/2016,Artur Kayumov,a,
Trade CHI/CAR 6/24/2019,Calvin de Haan,a,
Trade CHI/CAR 6/24/2019,Gustav Forsling,a,
Trade CHI/CAR 6/24/2019,Anton Forsberg,a,
Trade CHI/CAR 6/24/2019,Aleksi Saarela,a,
Trade CHI/CAR 6/28/2024,Dominik Badinka,x,
Trade CHI/CAR 6/28/2024,Nikita Artamonov,x,
Trade CHI/CAR 6/28/2024,Marek Vanacker,x,
Trade CHI/CAR 9/11/2015,Joakim Nordstrom,a,
Trade CHI/CAR 9/11/2015,Kris Versteeg,a,
Trade CHI/CAR 9/11/2015,Kristoffer Gunnarsson,x,
Trade CHI/CAR 9/11/2015,Keith Petruzzelli,a,
Trade CHI/CAR 9/11/2015,Dennis Robertson,a,
Trade CHI/CAR 9/11/2015,Jake Massie,a,
Trade CHI/CBJ 2/26/2023,Jack Johnson,a,
Trade CHI/CBJ 2/26/2023,Andreas Englund,a,
Trade CHI/CBJ 6/23/2017,Michael Callahan,x,
Trade CHI/CBJ 6/23/2017,Tyler Motte,a,
Trade CHI/CBJ 6/23/2017,Brandon Saad,a,
Trade CHI/CBJ 6/23/2017,Artemi Panarin,a,
Trade CHI/CBJ 6/23/2017,Anton Forsberg,a,
Trade CHI/CBJ 6/23/2017,Jonathan Davidsson,a,
Trade CHI/CBJ 6/30/2015,Brandon Saad,a,
Trade CHI/CBJ 6/30/2015,Artem Anisimov,a,
Trade CHI/CBJ 6/30/2015,Marko Dano,a,
Trade CHI/CBJ 6/30/2015,Corey Tropp,a,
Trade CHI/CBJ 6/30/2015,Alex Broadhurst,a,
Trade CHI/CBJ 6/30/2015,Anatoly Golyshev,a,
Trade CHI/CBJ 6/30/2015,Michael Paliotta,a,
Trade CHI/CBJ 6/30/2015,Jeremy Morin,a,
Trade CHI/CBJ 7/23/2021,Aleksi Heimosalmi,a,
Trade CHI/CBJ 7/23/2021,Seth Jones,x,
Trade CHI/CBJ 7/23/2021,Nolan Allan,a,
Trade CHI/CBJ 7/23/2021,Cole Sillinger,a,
Trade CHI/CBJ 7/23/2021,David Jiricek,a,
Trade CHI/CBJ 7/23/2021,Adam Boqvist,a,
Trade CHI/CBJ 7/23/2021,Dominic James,a,
Trade CHI/CGY 7/28/2021,Nikita Zadorov,x,
Trade CHI/CGY 7/28/2021,Aidan Thompson,a,
Trade CHI/COL 4/12/2021,Carl Soderberg,x,
Trade CHI/COL 4/12/2021,Ryder Rolston,x,
Trade CHI/COL 4/12/2021,Josh Dickinson,x,
Trade CHI/DAL 3/2/2023,Max Domi,a,
Trade CHI/DAL 3/2/2023,Anton Khudobin,a,
Trade CHI/DAL 3/2/2023,Dylan Wells,a,
Trade CHI/DAL 3/2/2023,Ivan Ryabkin,a,
Trade CHI/DAL 6/23/2017,Henri Jokiharju,a,
Trade CHI/DAL 6/23/2017,Jake Oettinger,a,
Trade CHI/DAL 6/23/2017,Andrei Altybarmakyan,a,
Trade CHI/DET 3/7/2025,Craig Smith,a,
Trade CHI/DET 3/7/2025,Petr Mrazek,a,
Trade CHI/DET 3/7/2025,Joseph Veleno,a,
Trade CHI/EDM 7/12/2021,Caleb Jones,x,
Trade CHI/EDM 7/12/2021,Tim Soderlund,x,
Trade CHI/EDM 7/12/2021,Duncan Keith,x,
Trade CHI/EDM 7/12/2021,Jeremy Langlois,x,
Trade CHI/EDM 7/6/2015,Anders Nilsson,a,
Trade CHI/EDM 7/6/2015,Liam Coughlin,x,
Trade CHI/FLA 4/2/2021,Vincent Hinostroza,x,
Trade CHI/FLA 4/2/2021,Brad Morrison,x,
Trade CHI/LAK 10/4/2020,Olli Maatta,x,
Trade CHI/LAK 10/4/2020,Brad Morrison,x,
Trade CHI/MTL 2/26/2016,Phillip Danault,a,
Trade CHI/MTL 2/26/2016,Alexander Romanov,a,
Trade CHI/MTL 2/26/2016,Tomas Fleischmann,a,
Trade CHI/MTL 2/26/2016,Dale Weise,a,
Trade CHI/MTL 6/23/2018,Mikael Hakkarainen,x,
Trade CHI/MTL 6/23/2018,Henrik Rybinski,a,
Trade CHI/MTL 6/30/2019,Tyson Hinds,a,
Trade CHI/MTL 6/30/2019,Chase Bradley,a,
Trade CHI/MTL 6/30/2019,Andrew Shaw,a,
Trade CHI/MTL 6/30/2019,Sam Lipkin,a,
Trade CHI/MTL 6/30/2019,Jan Mysak,x,
Trade CHI/MTL 7/7/2022,Frank Nazar,a,
Trade CHI/MTL 7/7/2022,Kirby Dach,a,
Trade CHI/MTL 7/7/2022,Gavin Hayes,a,
Trade CHI/NJD 6/22/2019,John Hayden,a,
Trade CHI/NJD 6/22/2019,John Quenneville,a,
Trade CHI/NSH 3/7/2024,Anthony Beauvillier,x,
Trade CHI/NSH 3/7/2024,Miroslav Holinka,a,
Trade CHI/NYI 10/4/2014,Nick Leddy,a,
Trade CHI/NYI 10/4/2014,Ville Pokka,a,
Trade CHI/NYI 10/4/2014,TJ Brennan,a,
Trade CHI/NYI 10/4/2014,Anders Nilsson,a,
Trade CHI/NYI 2/6/2014,Igor Shesterkin,a,
Trade CHI/NYI 2/6/2014,Pierre-Marc Bouchard,a,
Trade CHI/NYI 2/6/2014,Peter Regin,a,
Trade CHI/NYR 2/18/2019,Darren Raddysh,a,
Trade CHI/NYR 2/18/2019,Peter Holland,a,
Trade CHI/NYR/ARI 2/28/2023,Patrick Kane,a,
Trade CHI/NYR/ARI 2/28/2023,Vili Saarijarvi,a,
Trade CHI/NYR/ARI 2/28/2023,Cooper Zech,a,
Trade CHI/NYR/ARI 2/28/2023,Andy Welinski,a,
Trade CHI/NYR/ARI 2/28/2023,Martin Misiak,a,
Trade CHI/NYR/ARI 2/28/2023,Michal Pradal,a,
